   72637.00       42.96700       83.73300       5480.000       255.0000    
   40.00000       72520.00       40.53300       80.23300       5610.000    
   255.0000       95.00000       72506.00       41.25000       70.06700    
   5690.000       260.0000       72.00000       72528.00       42.93300    
   78.73300       5520.000       255.0000       95.00000       72405.00    
   38.98300       77.46700       5730.000       250.0000       67.00000    
   72734.00       46.46700       84.36700       5400.000       275.0000    
   27.00000       72747.00       48.56700       93.38300       5360.000    
   250.0000       2.000000       72655.00       45.58300       94.18300    
   5350.000       250.0000       10.00000       72645.00       44.48300    
   88.13300       5410.000       250.0000       38.00000       72712.00    
   46.86700       68.01700       5450.000       255.0000       65.00000    
   72606.00       43.65000       70.31700       5570.000       255.0000    
   94.00000       72429.00       39.86700       84.11700       5590.000    
   250.0000       88.00000       72553.00       41.36700       96.01700    
   5430.000       260.0000       33.00000       72562.00       41.13300    
   100.6830       5420.000       270.0000       18.00000       72662.00    
   44.05000       103.0670       5390.000       320.0000       15.00000    
   72896.00       53.88300       122.6830       5440.000       330.0000    
   40.00000       74109.00       50.68300       127.3670       5530.000    
   280.0000       50.00000       72848.00       53.83300       89.86700    
   5330.000       250.0000       10.00000       72836.00       51.26700    
   80.65000       5360.000       260.0000       15.00000       72764.00    
   46.76700       100.7500       5360.000       352.0000       23.00000    
   72768.00       48.21700       106.6170       5380.000       310.0000    
   29.00000       72576.00       42.81700       108.7330       5460.000    
   335.0000       28.00000       72775.00       47.48300       111.3500    
   5460.000       320.0000       51.00000       72785.00       47.63300    
   117.5330       5560.000       300.0000       48.00000       72681.00    
   43.56700       116.2170       5610.000       325.0000       48.00000    
   72694.00       44.91700       123.0170       5650.000       300.0000    
   61.00000       72797.00       47.95000       124.5500       5590.000    
   280.0000       54.00000       72597.00       42.36700       122.8670    
   5750.000       320.0000       58.00000       72583.00       40.90000    
   117.8000       5670.000       335.0000       49.00000       72486.00    
   39.28300       114.8500       5640.000       355.0000       64.00000    
   72572.00       40.76700       111.9670       5560.000       345.0000    
   61.00000       72476.00       39.11700       108.5330       5510.000    
   332.0000       28.00000       72469.00       39.76700       104.8830    
   5460.000       320.0000       25.00000       72451.00       37.76700    
   99.96700       5490.000       245.0000       35.00000       72456.00    
   39.06700       95.63300       5470.000       250.0000       27.00000    
   72445.00       38.96700       92.36700       5490.000       240.0000    
   73.00000       72327.00       36.25000       86.56700       5710.000    
   245.0000       64.00000       72317.00       36.08300       79.95000    
   5780.000       245.0000       52.00000       72394.00       25.86700    
   100.2500       5840.000       250.0000       35.00000       72304.00    
   35.26700       75.55000       5830.000       260.0000       47.00000    
   72311.00       33.95000       83.31700       5810.000       240.0000    
   52.00000       72226.00       32.30000       86.40000       5820.000    
   230.0000       48.00000       72235.00       32.33300       90.21700    
   5800.000       245.0000       56.00000       72340.00       34.73300    
   92.23300       5680.000       245.0000       82.00000       72248.00    
   32.46700       93.81700       5750.000       250.0000       67.00000    
   72353.00       35.41700       97.40000       5550.000       230.0000    
   79.00000       72259.00       32.76700       97.41700       5670.000    
   240.0000       78.00000       72363.00       35.23300       101.7000    
   5510.000       240.0000       28.00000       72365.00       35.05000    
   106.6170       5520.000       320.0000       27.00000       72386.00    
   36.08300       115.1670       5710.000       335.0000       48.00000    
   72393.00       34.75000       120.5670       5790.000       350.0000    
   34.00000       72274.00       32.11700       110.9330       5720.000    
   300.0000       58.00000       72265.00       31.93300       102.2000    
   5630.000       260.0000       116.0000       72261.00       29.36700    
   100.9170       5760.000       255.0000       52.00000       72255.00    
   28.85000       96.91700       5800.000       260.0000       48.00000    
   72240.00       30.11700       93.21700       5820.000       245.0000    
   51.00000       72232.00       29.33300       89.40000       5830.000    
   230.0000       44.00000       72206.00       30.41700       81.65000    
   5870.000       250.0000       28.00000       72211.00       27.96700    
   82.53300       5900.000       250.0000       19.00000       72201.00    
   24.55000       81.75000       5930.000       360.0000       10.00000    
   72202.00       25.80000       80.26700       5920.000       330.0000    
   16.00000       74486.00       40.65000       73.78300       5690.000    
   260.0000       79.00000       72208.00       32.90000       80.03300    
   5840.000       240.0000       55.00000       72250.00       25.90000    
   97.43300       5840.000       235.0000       43.00000       72270.00    
   31.80000       106.4000       5670.000       290.0000       110.0000    
   72374.00       35.01700       110.7330       5620.000       320.0000    
   80.00000       72310.00       22.00000       85.00000       5920.000    
   60.00000       10.00000       72324.00       23.00000       82.50000    
   5910.000       20.00000       10.00000       77002.00       56.00000    
   105.0000       5330.000       340.0000       10.00000       77001.00    
   27.00000       117.0000       5890.000       300.0000       25.00000    
   76151.00       29.20000       118.3000       5870.000       315.0000    
   30.00000       72518.00       42.75000       73.80000       5580.000    
   245.0000       100.0000       72493.00       37.73300       122.2000    
   5790.000       340.0000       41.00000       72402.00       37.85000    
   75.48300       5740.000       255.0000       56.00000       72290.00    
   32.81700       117.1330       5790.000       320.0000       29.00000    
   72425.00       38.36700       82.55000       5680.000       245.0000    
   80.00000       72793.00       47.35000       122.3000       5590.000    
   310.0000       50.00000       72481.00       37.25000       120.6000    
   5770.000       340.0000       40.00000       72295.00       33.93300    
   118.3830       5800.000       320.0000       35.00000       72280.00    
   32.66700       114.6000       5750.000       320.0000       45.00000    
   76255.00       27.90000       110.9000       5830.000       300.0000    
   40.00000       70398.00       55.03300       131.5670       5480.000    
